Id_de_sentencia,IdVictima,TipoPersona,TipoVictima,Sexo,FchVictimizanteIni,FchVictimizanteFin,ViolaciónDerechoHumano
29824,31651,Persona Jurídica,,Se desconoce,09/06/2019 12:00:00 a. m.,09/06/2019 12:00:00 a. m.,No
27484,29194,Persona Jurídica,,Se desconoce,05/06/2019 12:00:00 a. m.,05/06/2019 12:00:00 a. m.,No
25374,26804,Persona Jurídica,,Se desconoce,10/06/2019 12:00:00 a. m.,10/06/2019 12:00:00 a. m.,No
25375,26805,Persona Jurídica,,Se desconoce,13/06/2019 12:00:00 a. m.,13/06/2019 12:00:00 a. m.,No
26559,28105,Persona Jurídica,,Se desconoce,14/06/2019 12:00:00 a. m.,14/06/2019 12:00:00 a. m.,No
26035,27482,Persona Jurídica,,Se desconoce,15/06/2019 12:00:00 a. m.,10/05/2021 12:00:00 a. m.,No
18291,26483,Persona Jurídica,,Se desconoce,16/06/2019 12:00:00 a. m.,16/06/2019 12:00:00 a. m.,No
26843,28515,Persona Jurídica,,Se desconoce,01/01/2013 12:00:00 a. m.,31/12/2013 12:00:00 a. m.,No
25376,26806,Persona Jurídica,,Se desconoce,30/11/2017 12:00:00 a. m.,30/11/2017 12:00:00 a. m.,No
29022,30816,Persona Jurídica,,Se desconoce,17/06/2019 12:00:00 a. m.,17/06/2019 12:00:00 a. m.,No
26616,28287,Persona Jurídica,,Se desconoce,18/06/2019 12:00:00 a. m.,18/06/2019 12:00:00 a. m.,No
26436,27996,Persona Jurídica,,Se desconoce,19/06/2019 12:00:00 a. m.,19/06/2019 12:00:00 a. m.,No
25442,26899,Persona Jurídica,,Se desconoce,22/06/2019 12:00:00 a. m.,21/08/2019 12:00:00 a. m.,No
25444,26900,Persona Jurídica,,Se desconoce,24/06/2019 12:00:00 a. m.,15/07/2019 12:00:00 a. m.,No
25446,26902,Persona Jurídica,,Se desconoce,24/06/2019 12:00:00 a. m.,09/10/2019 12:00:00 a. m.,No
26271,27771,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27963,29702,Persona Jurídica,,Se desconoce,09/04/2019 12:00:00 a. m.,09/04/2019 12:00:00 a. m.,No
26307,27860,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25448,26904,Persona Jurídica,,Se desconoce,29/06/2019 12:00:00 a. m.,29/07/2019 12:00:00 a. m.,No
25449,26905,Persona Jurídica,,Se desconoce,29/06/2019 12:00:00 a. m.,01/08/2019 12:00:00 a. m.,No
27394,29098,Persona Jurídica,,Se desconoce,17/06/2019 12:00:00 a. m.,17/06/2019 12:00:00 a. m.,No
28144,29878,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25928,27369,Persona Jurídica,,Se desconoce,03/01/2020 12:00:00 a. m.,13/01/2020 12:00:00 a. m.,No
30300,32184,Persona Jurídica,,Se desconoce,30/06/2019 12:00:00 a. m.,30/06/2019 12:00:00 a. m.,No
26298,27850,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25647,27106,Persona Jurídica,,Se desconoce,01/09/2011 12:00:00 a. m.,30/11/2011 12:00:00 a. m.,No
25522,26978,Persona Jurídica,,Se desconoce,30/06/2019 12:00:00 a. m.,07/10/2019 12:00:00 a. m.,No
26495,29938,Persona Jurídica,,Se desconoce,18/06/2019 12:00:00 a. m.,18/06/2019 12:00:00 a. m.,No
29106,30914,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29106,30910,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29106,30911,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29106,30912,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29106,30913,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25524,26981,Persona Jurídica,,Se desconoce,04/07/2019 12:00:00 a. m.,15/10/2019 12:00:00 a. m.,No
28938,30730,Persona Jurídica,,Se desconoce,06/07/2019 12:00:00 a. m.,06/07/2019 12:00:00 a. m.,No
25526,26982,Persona Jurídica,,Se desconoce,06/07/2019 12:00:00 a. m.,08/10/2019 12:00:00 a. m.,No
27485,29195,Persona Jurídica,,Se desconoce,26/09/2018 12:00:00 a. m.,26/09/2018 12:00:00 a. m.,No
26261,27710,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27036,28716,Persona Jurídica,,Se desconoce,14/07/2019 12:00:00 a. m.,14/07/2019 12:00:00 a. m.,No
29915,31743,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26297,27849,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26686,28355,Persona Jurídica,,Se desconoce,18/03/2016 12:00:00 a. m.,18/03/2016 12:00:00 a. m.,No
26415,27978,Persona Jurídica,,Se desconoce,24/07/2019 12:00:00 a. m.,24/07/2019 12:00:00 a. m.,No
25567,27021,Persona Jurídica,,Se desconoce,11/07/2019 12:00:00 a. m.,11/07/2019 12:00:00 a. m.,No
29132,30941,Persona Jurídica,,Se desconoce,22/06/2019 12:00:00 a. m.,22/06/2019 12:00:00 a. m.,No
25607,27065,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27976,29714,Persona Jurídica,,Se desconoce,26/07/2019 12:00:00 a. m.,26/07/2019 12:00:00 a. m.,No
29311,31136,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
28202,29934,Persona Jurídica,,Se desconoce,19/06/2019 12:00:00 a. m.,19/06/2019 12:00:00 a. m.,No
25377,26808,Persona Jurídica,,Se desconoce,29/07/2019 12:00:00 a. m.,29/07/2019 12:00:00 a. m.,No
28093,29833,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25671,27130,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25082,26512,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
18312,26484,Persona Jurídica,,Se desconoce,29/07/2019 12:00:00 a. m.,29/07/2019 12:00:00 a. m.,No
26968,28644,Persona Jurídica,,Se desconoce,16/11/2016 12:00:00 a. m.,16/11/2016 12:00:00 a. m.,No
25768,27225,Persona Jurídica,,Se desconoce,30/07/2019 12:00:00 a. m.,30/07/2019 12:00:00 a. m.,No
29128,30939,Persona Jurídica,,Se desconoce,13/06/2016 12:00:00 a. m.,03/09/2020 12:00:00 a. m.,No
25929,27370,Persona Jurídica,,Se desconoce,04/08/2019 12:00:00 a. m.,07/01/2020 12:00:00 a. m.,No
6177,26802,Persona Jurídica,,Se desconoce,06/08/2019 12:00:00 a. m.,06/08/2019 12:00:00 a. m.,No
26955,28631,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25457,26913,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25373,26803,Persona Jurídica,,Se desconoce,07/08/2019 12:00:00 a. m.,07/08/2019 12:00:00 a. m.,No
25527,26983,Persona Jurídica,,Se desconoce,08/08/2019 12:00:00 a. m.,16/10/2019 12:00:00 a. m.,No
25528,26984,Persona Jurídica,,Se desconoce,08/08/2019 12:00:00 a. m.,03/12/2019 12:00:00 a. m.,No
26260,27709,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25770,27227,Persona Jurídica,,Se desconoce,08/08/2019 12:00:00 a. m.,08/08/2019 12:00:00 a. m.,No
28761,30999,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29993,31819,Persona Jurídica,,Se desconoce,02/08/2019 12:00:00 a. m.,02/08/2019 12:00:00 a. m.,No
27396,29100,Persona Jurídica,,Se desconoce,12/08/2019 12:00:00 a. m.,12/08/2019 12:00:00 a. m.,No
27395,29099,Persona Jurídica,,Se desconoce,12/08/2019 12:00:00 a. m.,12/08/2019 12:00:00 a. m.,No
27789,29520,Persona Jurídica,,Se desconoce,09/08/2019 12:00:00 a. m.,09/08/2019 12:00:00 a. m.,No
27390,29094,Persona Jurídica,,Se desconoce,15/08/2019 12:00:00 a. m.,15/08/2019 12:00:00 a. m.,No
27411,29117,Persona Jurídica,,Se desconoce,15/08/2019 12:00:00 a. m.,15/08/2019 12:00:00 a. m.,No
27180,28855,Persona Jurídica,,Se desconoce,15/08/2019 12:00:00 a. m.,15/08/2019 12:00:00 a. m.,No
28832,30610,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25772,27228,Persona Jurídica,,Se desconoce,20/08/2019 12:00:00 a. m.,20/08/2019 12:00:00 a. m.,No
30123,32003,Persona Jurídica,,Se desconoce,03/05/2019 12:00:00 a. m.,03/05/2019 12:00:00 a. m.,No
28525,30276,Persona Jurídica,,Se desconoce,21/08/2019 12:00:00 a. m.,21/08/2019 12:00:00 a. m.,No
29147,30963,Persona Jurídica,,Se desconoce,26/08/2019 12:00:00 a. m.,26/08/2019 12:00:00 a. m.,No
27486,29196,Persona Jurídica,,Se desconoce,14/08/2019 12:00:00 a. m.,14/08/2019 12:00:00 a. m.,No
26868,28541,Persona Jurídica,,Se desconoce,23/08/2019 12:00:00 a. m.,23/08/2019 12:00:00 a. m.,No
25835,27936,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25529,26985,Persona Jurídica,,Se desconoce,27/08/2019 12:00:00 a. m.,26/09/2019 12:00:00 a. m.,No
25530,26986,Persona Jurídica,,Se desconoce,26/08/2019 12:00:00 a. m.,29/10/2019 12:00:00 a. m.,No
25531,26987,Persona Jurídica,,Se desconoce,27/08/2019 12:00:00 a. m.,08/10/2019 12:00:00 a. m.,No
28701,30601,Persona Jurídica,,Se desconoce,01/01/2012 12:00:00 a. m.,31/12/2012 12:00:00 a. m.,No
26962,28638,Persona Jurídica,,Se desconoce,11/08/2019 12:00:00 a. m.,11/08/2019 12:00:00 a. m.,No
26615,28286,Persona Jurídica,,Se desconoce,02/12/2018 12:00:00 a. m.,02/12/2018 12:00:00 a. m.,No
26430,27991,Persona Jurídica,,Se desconoce,12/08/2019 12:00:00 a. m.,12/08/2019 12:00:00 a. m.,No
29804,31635,Persona Jurídica,,Se desconoce,14/08/2019 12:00:00 a. m.,14/08/2019 12:00:00 a. m.,No
25930,27654,Persona Jurídica,,Se desconoce,29/08/2019 12:00:00 a. m.,16/01/2020 12:00:00 a. m.,No
25556,27009,Persona Jurídica,,Se desconoce,29/08/2019 12:00:00 a. m.,10/10/2019 12:00:00 a. m.,No
29389,31227,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26792,28460,Persona Jurídica,,Se desconoce,30/08/2019 12:00:00 a. m.,30/08/2019 12:00:00 a. m.,No
25686,27144,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26613,28285,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27398,29102,Persona Jurídica,,Se desconoce,29/12/2018 12:00:00 a. m.,29/12/2018 12:00:00 a. m.,No
27360,29059,Persona Jurídica,,Se desconoce,02/09/2019 12:00:00 a. m.,02/09/2019 12:00:00 a. m.,No
26296,27848,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25773,29639,Persona Jurídica,,Se desconoce,03/09/2019 12:00:00 a. m.,03/09/2019 12:00:00 a. m.,No
27179,28854,Persona Jurídica,,Se desconoce,03/09/2019 12:00:00 a. m.,03/09/2019 12:00:00 a. m.,No
28990,30785,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27527,29241,Persona Jurídica,,Se desconoce,05/09/2019 12:00:00 a. m.,05/09/2019 12:00:00 a. m.,No
25560,27014,Persona Jurídica,,Se desconoce,05/09/2019 12:00:00 a. m.,28/10/2019 12:00:00 a. m.,No
26259,27708,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26834,28507,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26062,27507,Persona Jurídica,,Se desconoce,07/09/2019 12:00:00 a. m.,07/09/2019 12:00:00 a. m.,No
27400,29104,Persona Jurídica,,Se desconoce,08/09/2019 12:00:00 a. m.,08/09/2019 12:00:00 a. m.,No
28775,30548,Persona Jurídica,,Se desconoce,08/09/2019 12:00:00 a. m.,08/09/2019 12:00:00 a. m.,No
29176,30991,Persona Jurídica,,Se desconoce,08/09/2019 12:00:00 a. m.,08/09/2019 12:00:00 a. m.,No
25561,27015,Persona Jurídica,,Se desconoce,09/09/2019 12:00:00 a. m.,15/10/2019 12:00:00 a. m.,No
25480,26936,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29021,30815,Persona Jurídica,,Se desconoce,11/09/2022 12:00:00 a. m.,11/09/2022 12:00:00 a. m.,No
25562,27016,Persona Jurídica,,Se desconoce,11/09/2019 12:00:00 a. m.,28/10/2019 12:00:00 a. m.,No
10057,26732,Persona Jurídica,,Se desconoce,12/09/2019 12:00:00 a. m.,12/09/2019 12:00:00 a. m.,No
26757,28421,Persona Jurídica,,Se desconoce,12/09/2019 12:00:00 a. m.,12/09/2019 12:00:00 a. m.,No
25563,27017,Persona Jurídica,,Se desconoce,13/09/2019 12:00:00 a. m.,04/11/2019 12:00:00 a. m.,No
26279,27847,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26798,28469,Persona Jurídica,,Se desconoce,20/08/2019 12:00:00 a. m.,20/08/2019 12:00:00 a. m.,No
25564,27018,Persona Jurídica,,Se desconoce,16/09/2019 12:00:00 a. m.,11/10/2019 12:00:00 a. m.,No
27917,29651,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25775,27239,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29140,30948,Persona Jurídica,,Se desconoce,30/08/2019 12:00:00 a. m.,30/08/2019 12:00:00 a. m.,No
29084,30886,Persona Jurídica,,Se desconoce,30/09/2015 12:00:00 a. m.,30/09/2015 12:00:00 a. m.,No
30355,32241,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25788,27240,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25565,27019,Persona Jurídica,,Se desconoce,26/09/2019 12:00:00 a. m.,23/10/2019 12:00:00 a. m.,No
25566,27020,Persona Jurídica,,Se desconoce,28/09/2019 12:00:00 a. m.,30/10/2019 12:00:00 a. m.,No
25931,27371,Persona Jurídica,,Se desconoce,28/09/2019 12:00:00 a. m.,09/01/2020 12:00:00 a. m.,No
27068,28751,Persona Jurídica,,Se desconoce,08/10/2018 12:00:00 a. m.,08/10/2018 12:00:00 a. m.,No
28664,30425,Persona Jurídica,,Se desconoce,03/09/2019 12:00:00 a. m.,03/09/2019 12:00:00 a. m.,No
26268,27769,Persona Jurídica,,Se desconoce,22/05/2018 12:00:00 a. m.,22/05/2018 12:00:00 a. m.,No
24875,26300,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25903,27342,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26319,27873,Persona Jurídica,,Se desconoce,10/01/2019 12:00:00 a. m.,11/01/2019 12:00:00 a. m.,No
24926,26349,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27525,29239,Persona Jurídica,,Se desconoce,05/10/2019 12:00:00 a. m.,05/10/2019 12:00:00 a. m.,No
26222,27671,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25687,27145,Persona Física,Directa,Hombre,25/02/2016 12:00:00 a. m.,06/09/2016 12:00:00 a. m.,No
29841,31668,Persona Jurídica,,Se desconoce,06/10/2019 12:00:00 a. m.,06/10/2019 12:00:00 a. m.,No
25487,26944,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25932,27372,Persona Jurídica,,Se desconoce,09/10/2019 12:00:00 a. m.,03/01/2020 12:00:00 a. m.,No
28095,29834,Persona Jurídica,,Se desconoce,09/10/2019 12:00:00 a. m.,09/10/2019 12:00:00 a. m.,No
25401,26848,Persona Jurídica,,Se desconoce,04/10/2019 12:00:00 a. m.,04/10/2019 12:00:00 a. m.,No
28783,30559,Persona Jurídica,,Se desconoce,11/10/2019 12:00:00 a. m.,11/10/2019 12:00:00 a. m.,No
25795,27243,Persona Jurídica,,Se desconoce,11/10/2019 12:00:00 a. m.,25/11/2019 12:00:00 a. m.,No
27487,29197,Persona Jurídica,,Se desconoce,01/10/2019 12:00:00 a. m.,01/10/2019 12:00:00 a. m.,No
25234,26757,Persona Física,Directa,Mujer,05/02/2016 12:00:00 a. m.,08/02/2016 12:00:00 a. m.,No
27529,29244,Persona Jurídica,,Se desconoce,15/10/2019 12:00:00 a. m.,15/10/2019 12:00:00 a. m.,No
26287,27837,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
28779,30554,Persona Jurídica,,Se desconoce,14/10/2019 12:00:00 a. m.,15/10/2019 12:00:00 a. m.,No
27650,29384,Persona Jurídica,,Se desconoce,19/10/2019 12:00:00 a. m.,19/10/2019 12:00:00 a. m.,No
28792,30565,Persona Jurídica,,Se desconoce,19/10/2019 12:00:00 a. m.,19/10/2019 12:00:00 a. m.,No
26896,28570,Persona Jurídica,,Se desconoce,20/10/2019 12:00:00 a. m.,20/10/2019 12:00:00 a. m.,No
25157,26588,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25796,27244,Persona Jurídica,,Se desconoce,22/08/2022 12:00:00 a. m.,22/08/2022 12:00:00 a. m.,No
26916,28591,Persona Jurídica,,Se desconoce,26/10/2019 12:00:00 a. m.,26/10/2019 12:00:00 a. m.,No
30141,32020,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27063,28746,Persona Jurídica,,Se desconoce,30/12/2018 12:00:00 a. m.,30/12/2018 12:00:00 a. m.,No
27826,29560,Persona Jurídica,,Se desconoce,08/10/2019 12:00:00 a. m.,08/10/2019 12:00:00 a. m.,No
26278,27828,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25301,26729,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
28246,29975,Persona Jurídica,,Se desconoce,11/10/2019 12:00:00 a. m.,11/10/2019 12:00:00 a. m.,No
27404,29112,Persona Jurídica,,Se desconoce,02/11/2019 12:00:00 a. m.,02/11/2019 12:00:00 a. m.,No
26329,27882,Persona Jurídica,Directa,No tiene valor,30/07/2018 12:00:00 a. m.,30/07/2018 12:00:00 a. m.,No
26329,27883,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26329,27884,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27655,29388,Persona Jurídica,,Se desconoce,02/11/2019 12:00:00 a. m.,02/11/2019 12:00:00 a. m.,No
28839,30618,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25180,26608,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25933,27373,Persona Jurídica,,Se desconoce,08/11/2019 12:00:00 a. m.,15/01/2020 12:00:00 a. m.,No
29959,31784,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25023,26449,Persona Jurídica,,Se desconoce,17/04/2019 12:00:00 a. m.,17/04/2019 12:00:00 a. m.,No
27389,29093,Persona Jurídica,,Se desconoce,12/11/2019 12:00:00 a. m.,12/11/2019 12:00:00 a. m.,No
25935,27375,Persona Jurídica,,Se desconoce,13/11/2019 12:00:00 a. m.,10/01/2020 12:00:00 a. m.,No
25026,26452,Persona Jurídica,,Se desconoce,13/11/2019 12:00:00 a. m.,13/11/2019 12:00:00 a. m.,No
26274,27774,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26036,27483,Persona Jurídica,,Se desconoce,13/11/2019 12:00:00 a. m.,08/01/2021 12:00:00 a. m.,No
26224,27676,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27388,29092,Persona Jurídica,,Se desconoce,13/11/2019 12:00:00 a. m.,13/11/2019 12:00:00 a. m.,No
27488,29198,Persona Jurídica,,Se desconoce,04/11/2019 12:00:00 a. m.,04/11/2019 12:00:00 a. m.,No
28372,30104,Persona Jurídica,,Se desconoce,13/11/2019 12:00:00 a. m.,13/11/2019 12:00:00 a. m.,No
27369,29073,Persona Jurídica,,Se desconoce,31/05/2016 12:00:00 a. m.,31/05/2016 12:00:00 a. m.,No
27369,29072,Persona Física,Directa,Mujer,31/05/2016 12:00:00 a. m.,31/05/2016 12:00:00 a. m.,No
30160,32039,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26207,27655,Persona Jurídica,,Se desconoce,21/11/2019 12:00:00 a. m.,16/01/2020 12:00:00 a. m.,No
25182,26610,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25185,26613,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26466,28031,Persona Jurídica,,Se desconoce,24/11/2019 12:00:00 a. m.,24/11/2019 12:00:00 a. m.,No
25936,27376,Persona Jurídica,,Se desconoce,26/11/2019 12:00:00 a. m.,24/01/2020 12:00:00 a. m.,No
27311,29004,Persona Jurídica,,Se desconoce,26/11/2019 12:00:00 a. m.,26/11/2019 12:00:00 a. m.,No
27412,29118,Persona Jurídica,,Se desconoce,27/11/2019 12:00:00 a. m.,27/11/2019 12:00:00 a. m.,No
29974,31796,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25187,26614,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25693,27151,Persona Jurídica,,Se desconoce,11/11/2019 12:00:00 a. m.,11/11/2019 12:00:00 a. m.,No
26180,27626,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26267,27856,Persona Jurídica,,Se desconoce,25/08/2019 12:00:00 a. m.,25/08/2019 12:00:00 a. m.,No
25190,26619,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26037,27484,Persona Jurídica,,Se desconoce,04/12/2019 12:00:00 a. m.,13/03/2021 12:00:00 a. m.,No
25192,26620,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25193,26624,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26209,27656,Persona Jurídica,,Se desconoce,04/12/2019 12:00:00 a. m.,12/06/2021 12:00:00 a. m.,No
25199,26625,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
28833,30616,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25937,27377,Persona Jurídica,,Se desconoce,08/12/2019 12:00:00 a. m.,07/01/2020 12:00:00 a. m.,No
26397,30119,Persona Jurídica,,Se desconoce,06/12/2019 12:00:00 a. m.,06/12/2019 12:00:00 a. m.,No
26818,28490,Persona Jurídica,,Se desconoce,07/12/2019 12:00:00 a. m.,07/12/2019 12:00:00 a. m.,No
25633,27089,Persona Jurídica,,Se desconoce,11/10/2019 12:00:00 a. m.,11/10/2019 12:00:00 a. m.,No
28609,30371,Persona Jurídica,,Se desconoce,10/07/2017 12:00:00 a. m.,01/09/2017 12:00:00 a. m.,No
27462,29172,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25792,27273,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25022,26448,Persona Jurídica,,Se desconoce,12/12/2019 12:00:00 a. m.,12/12/2019 12:00:00 a. m.,No
25200,26627,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25300,26725,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29145,30961,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24953,26368,Persona Jurídica,,Se desconoce,17/12/2019 12:00:00 a. m.,14/01/2021 12:00:00 a. m.,No
29310,31137,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
28742,30575,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
26794,28718,Persona Física,Directa,Mujer,29/12/2018 12:00:00 a. m.,17/12/2019 12:00:00 a. m.,No
26794,28719,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25825,29640,Persona Jurídica,,Se desconoce,18/12/2019 12:00:00 a. m.,18/12/2019 12:00:00 a. m.,No
25938,27378,Persona Jurídica,,Se desconoce,19/12/2019 12:00:00 a. m.,10/01/2020 12:00:00 a. m.,No
27921,29657,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
30062,31892,Persona Jurídica,,Se desconoce,07/07/2016 12:00:00 a. m.,07/07/2016 12:00:00 a. m.,No
27489,29428,Persona Jurídica,,Se desconoce,23/12/2019 12:00:00 a. m.,23/12/2019 12:00:00 a. m.,No
27697,29426,Persona Jurídica,,Se desconoce,25/12/2019 12:00:00 a. m.,25/12/2019 12:00:00 a. m.,No
27909,29644,Persona Jurídica,,Se desconoce,25/12/2019 12:00:00 a. m.,25/12/2019 12:00:00 a. m.,No
27899,29629,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
25304,26731,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
29844,31671,Persona Jurídica,,Se desconoce,31/12/2019 12:00:00 a. m.,31/12/2019 12:00:00 a. m.,No
25027,26453,Persona Jurídica,,Se desconoce,09/05/2018 12:00:00 a. m.,09/05/2018 12:00:00 a. m.,No
25201,26628,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
24868,26293,Persona Jurídica,,Se desconoce,07/01/2020 12:00:00 a. m.,07/01/2020 12:00:00 a. m.,No
25202,26629,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
27417,29124,Persona Jurídica,,Se desconoce,04/01/2020 12:00:00 a. m.,04/01/2020 12:00:00 a. m.,No
28825,30604,Persona Jurídica,,Se desconoce,08/01/2020 12:00:00 a. m.,04/06/2020 12:00:00 a. m.,No
25585,27043,Persona Jurídica,,Se desconoce,08/01/2020 12:00:00 a. m.,08/01/2020 12:00:00 a. m.,No
