IdSentenciado,aniosPrision,mesesPrision,diasPrision,bReparacion,bReparacionDefinir,bDecomiso,sBienesDecomisados,bBeneficioCondicional,bSustitutivoPena
31,12,0,0,NO,NO,SI,Una pechera táctica con varios compartimentos y en ellos tres cargadores abastecidos de la siguiente forma: 1 cargador con 27 cartuchos; un cargador con 10 cartuchos y; un cargador con 25 cartuchos; todos ellos resultaron ser del calibre 7.62x39; un arma de fuego larga color café y negro de metalcon su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma larga negra con su cargador abastecido con 35 cartuchos calibre 223; una granada de fragmentación; Un arma de fuego larga color café y negro de metal con su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma de fuego larga color café y gris de madera 12 GA; un arma de fuego larga color café y negro de madera con su respectivo cargador calibre 9 milímetros; una bolsa de plástico blanco de los conocidos como "costales" el cual mide 60x45 centímetros con hierba verde y seca que resultó ser cannabis sativa L.; 1 cargador de metal abastecido con 21 cartuchos calibre 7.62x39; 1 cargador de metal tipo tambor al parecer de plástico con la leyenda "5.59" v "IQOrounds" desabastecido; 1 cargador de metal tipo tambor al parecer de plástico con las leyendas "nsn" v "1005013604862" desabastecido; 1 cargador al parecer de plástico color negro con la leyenda 7.62 x 39 milímetros desabastecido; 1 cargador al parecer de metal en color negro sin leyendas visibles abastecido con 23 cartuchos calibre 7.62 x 39; 1 cargador al parecer de metal en color negro; con la leyenda 03260080 made in USA así como la leyenda "6m9n8" v .223/5.56 abastecido con 27 cartuchos con la leyenda .223 Rem Tulammo; calibre .223; 1 cargador al parecer de metal color negro con la leyenda Colt45 auto desabastecido; una bolsa color rosa al parecer de plástico la cual en su interior contiene diversas bolsas de plástico transparente que a su vez en su interior se observa hierba verde y seca al parecer marihuana misma hierba que posterior al dictamen químico se determinó que corresponde a cannabis sativa L.; diez envoltorios cilíndricos al parecer de plástico de color amarillo de aproximadamente 20 cm con la leyenda “Peligro explosivo”; un objeto cilíndrico en color negro que resultó ser una granada de humo,NO,NO
32,12,0,0,NO,NO,SI,Una pechera táctica con varios compartimentos y en ellos tres cargadores abastecidos de la siguiente forma: 1 cargador con 27 cartuchos; un cargador con 10 cartuchos y; un cargador con 25 cartuchos; todos ellos resultaron ser del calibre 7.62x39; un arma de fuego larga color café y negro de metalcon su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma larga negra con su cargador abastecido con 35 cartuchos calibre 223; una granada de fragmentación; Un arma de fuego larga color café y negro de metal con su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma de fuego larga color café y gris de madera 12 GA; un arma de fuego larga color café y negro de madera con su respectivo cargador calibre 9 milímetros; una bolsa de plástico blanco de los conocidos como "costales" el cual mide 60x45 centímetros con hierba verde y seca que resultó ser cannabis sativa L.; 1 cargador de metal abastecido con 21 cartuchos calibre 7.62x39; 1 cargador de metal tipo tambor al parecer de plástico con la leyenda "5.59" v "IQOrounds" desabastecido; 1 cargador de metal tipo tambor al parecer de plástico con las leyendas "nsn" v "1005013604862" desabastecido; 1 cargador al parecer de plástico color negro con la leyenda 7.62 x 39 milímetros desabastecido; 1 cargador al parecer de metal en color negro sin leyendas visibles abastecido con 23 cartuchos calibre 7.62 x 39; 1 cargador al parecer de metal en color negro; con la leyenda 03260080 made in USA así como la leyenda "6m9n8" v .223/5.56 abastecido con 27 cartuchos con la leyenda .223 Rem Tulammo; calibre .223; 1 cargador al parecer de metal color negro con la leyenda Colt45 auto desabastecido; una bolsa color rosa al parecer de plástico la cual en su interior contiene diversas bolsas de plástico transparente que a su vez en su interior se observa hierba verde y seca al parecer marihuana misma hierba que posterior al dictamen químico se determinó que corresponde a cannabis sativa L.; diez envoltorios cilíndricos al parecer de plástico de color amarillo de aproximadamente 20 cm con la leyenda “Peligro explosivo”; un objeto cilíndrico en color negro que resultó ser una granada de humo,NO,NO
33,12,0,0,NO,NO,SI,Una pechera táctica con varios compartimentos y en ellos tres cargadores abastecidos de la siguiente forma: 1 cargador con 27 cartuchos; un cargador con 10 cartuchos y; un cargador con 25 cartuchos; todos ellos resultaron ser del calibre 7.62x39; un arma de fuego larga color café y negro de metalcon su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma larga negra con su cargador abastecido con 35 cartuchos calibre 223; una granada de fragmentación; Un arma de fuego larga color café y negro de metal con su respectivo cargador abastecido con 27 cartuchos calibre 7.62x39; un arma de fuego larga color café y gris de madera 12 GA; un arma de fuego larga color café y negro de madera con su respectivo cargador calibre 9 milímetros; una bolsa de plástico blanco de los conocidos como "costales" el cual mide 60x45 centímetros con hierba verde y seca que resultó ser cannabis sativa L.; 1 cargador de metal abastecido con 21 cartuchos calibre 7.62x39; 1 cargador de metal tipo tambor al parecer de plástico con la leyenda "5.59" v "IQOrounds" desabastecido; 1 cargador de metal tipo tambor al parecer de plástico con las leyendas "nsn" v "1005013604862" desabastecido; 1 cargador al parecer de plástico color negro con la leyenda 7.62 x 39 milímetros desabastecido; 1 cargador al parecer de metal en color negro sin leyendas visibles abastecido con 23 cartuchos calibre 7.62 x 39; 1 cargador al parecer de metal en color negro; con la leyenda 03260080 made in USA así como la leyenda "6m9n8" v .223/5.56 abastecido con 27 cartuchos con la leyenda .223 Rem Tulammo; calibre .223; 1 cargador al parecer de metal color negro con la leyenda Colt45 auto desabastecido; una bolsa color rosa al parecer de plástico la cual en su interior contiene diversas bolsas de plástico transparente que a su vez en su interior se observa hierba verde y seca al parecer marihuana misma hierba que posterior al dictamen químico se determinó que corresponde a cannabis sativa L.; diez envoltorios cilíndricos al parecer de plástico de color amarillo de aproximadamente 20 cm con la leyenda “Peligro explosivo”; un objeto cilíndrico en color negro que resultó ser una granada de humo,NO,NO
73,9,4,0,NO,NO,SI,Dos armas de fuego; tipo fusil; calibre 7.62 x 39; un arma de fuego; tipo pistola; calibre 9 milímetros luger; un arma de fuego; tipo revolver; calibre 38 smith & wesson o especial; un arma de fuego; tipo escopeta; calibre 12ga; de funcionamiento y accionamiento de bomba; así como las tres escopetas; calibre 20ga; los cargadores en este caso; calibre 7.62 x 39 fueron una totalidad de 10; el cargador 9 milímetros por sí solo no lo considera la ley: sin embargo; es utilizado por el arma de fuego; los cartuchos calibre 9 milímetros; los cartuchos 7.62 x 39 ,NO,NO
74,12,0,0,NO,NO,SI,Dos armas de fuego; tipo fusil; calibre 7.62 x 39; un arma de fuego; tipo pistola; calibre 9 milímetros luger; un arma de fuego; tipo revolver; calibre 38 smith & wesson o especial; un arma de fuego; tipo escopeta; calibre 12ga; de funcionamiento y accionamiento de bomba; así como las tres escopetas; calibre 20ga; los cargadores en este caso; calibre 7.62 x 39 fueron una totalidad de 10; el cargador 9 milímetros por sí solo no lo considera la ley: sin embargo; es utilizado por el arma de fuego; los cartuchos calibre 9 milímetros; los cartuchos 7.62 x 39 ,NO,NO
34,0,0,0,NO,NO,NO,,NO,NO
35,0,0,0,NO,NO,NO,,NO,NO
36,0,0,0,NO,NO,NO,,NO,NO
37,0,0,0,NO,NO,NO,,NO,NO
38,0,0,0,NO,NO,NO,,NO,NO
39,0,0,0,NO,NO,NO,,NO,NO
40,0,0,0,NO,NO,NO,,NO,NO
41,0,0,0,NO,NO,NO,,NO,NO
42,0,0,0,NO,NO,NO,,NO,NO
43,0,0,0,NO,NO,NO,,NO,NO
44,0,0,0,NO,NO,NO,,NO,NO
45,0,0,0,NO,NO,NO,,NO,NO
46,0,0,0,NO,NO,NO,,NO,NO
47,0,0,0,NO,NO,NO,,NO,NO
48,0,0,0,NO,NO,NO,,NO,NO
49,0,0,0,NO,NO,NO,,NO,NO
50,0,0,0,NO,NO,NO,,NO,NO
51,0,0,0,NO,NO,NO,,NO,NO
52,0,0,0,NO,NO,NO,,NO,NO
53,0,0,0,,,NO,,,NO
54,0,0,0,NO,NO,NO,,NO,NO
55,0,0,0,NO,NO,NO,,NO,NO
56,0,0,0,,,NO,,,NO
57,0,0,0,NO,NO,NO,,NO,NO
58,0,0,0,NO,NO,NO,,NO,NO
24,13,8,0,NO,NO,SI,-Un arma de fuego tipo pistola; marca Colt; calibre .38 Súper Auto; matrícula FG54780; con un cargador abastecido con ocho cartuchos. - Un arma de fuego tipo pistola; calibre .38 Súper Auto; marca Colt; matrícula ELM321; modelo “El Matadore” (Goverment); con un cargador abastecido con nueve cartuchos. -Un recipiente de plástico transparente conteniendo en su interior metanfetamina con un peso neto total de novecientos cincuenta y cinco gramos. -Un envoltorio confeccionado en cinta canela color café en forma rectangular conteniendo clorhidrato de cocaína con un peso neto total de mil diez gramos. -Diez envoltorios de material sintético color azul; conteniendo cada uno de ellos clorhidrato de cocaína con un peso neto total de dos gramos setecientos miligramos. -Catorce envoltorios de material sintético de color azul conteniendo clorhidrato de cocaína con un peso neto total de tres gramos ochocientos miligramos. -Una bolsa transparente de material sintético conteniendo en su interior ciento veintidós bolsas de color azul; conteniendo cada una clorhidrato de cocaína con un peso neto total de treinta y cuatro gramos cuatrocientos miligramos. -Un arma de fuego tipo fusil tipo AK-47; calibre 7.62 x 39 mm.; matrícula limada; modelo AKS. -Un cargador para cartuchos de arma de fuego calibre 7.62 x 39 mm; abastecido con veintinueve cartuchos para arma de fuego calibre 7.62 x 39 mm. -Un cargador para arma de fuego calibre 7.62 x 39 mm; abastecido con diecinueve cartuchos para arma de fuego calibre 7.62 x 39 mm. -Un cargador para arma de fuego calibre .38 Súper Auto; abastecido con ocho cartuchos calibre .38 Súper Auto. - Una báscula color gris con capacidad de 1000 g x 0.1 g.,NO,NO
25,13,8,0,NO,NO,SI,-Un arma de fuego tipo pistola; marca Colt; calibre .38 Súper Auto; matrícula FG54780; con un cargador abastecido con ocho cartuchos. - Un arma de fuego tipo pistola; calibre .38 Súper Auto; marca Colt; matrícula ELM321; modelo “El Matadore” (Goverment); con un cargador abastecido con nueve cartuchos. -Un recipiente de plástico transparente conteniendo en su interior metanfetamina con un peso neto total de novecientos cincuenta y cinco gramos. -Un envoltorio confeccionado en cinta canela color café en forma rectangular conteniendo clorhidrato de cocaína con un peso neto total de mil diez gramos. -Diez envoltorios de material sintético color azul; conteniendo cada uno de ellos clorhidrato de cocaína con un peso neto total de dos gramos setecientos miligramos. -Catorce envoltorios de material sintético de color azul conteniendo clorhidrato de cocaína con un peso neto total de tres gramos ochocientos miligramos. -Una bolsa transparente de material sintético conteniendo en su interior ciento veintidós bolsas de color azul; conteniendo cada una clorhidrato de cocaína con un peso neto total de treinta y cuatro gramos cuatrocientos miligramos. -Un arma de fuego tipo fusil tipo AK-47; calibre 7.62 x 39 mm.; matrícula limada; modelo AKS. -Un cargador para cartuchos de arma de fuego calibre 7.62 x 39 mm; abastecido con veintinueve cartuchos para arma de fuego calibre 7.62 x 39 mm. -Un cargador para arma de fuego calibre 7.62 x 39 mm; abastecido con diecinueve cartuchos para arma de fuego calibre 7.62 x 39 mm. -Un cargador para arma de fuego calibre .38 Súper Auto; abastecido con ocho cartuchos calibre .38 Súper Auto. - Una báscula color gris con capacidad de 1000 g x 0.1 g.,NO,NO
77,11,8,0,NO,NO,SI,Un arma de fuego tipo fusil semiautomática; calibre .223" (5.56x45mm) marca HECKLER & KOCH GMBH modelo HK-S16 matrícula 0893 y país de fabricación W-GERMANY importador HK Chantilly VA con su respectivo cargador en su momento abastecido con veinticuatro cartuchos útiles al calibre; ciento cuarenta y cinco dosis de clorhidrato de metanfetamina con un peso neto de treinta y siete punto un gramos; una bolsa de plástico con cannabis sativa L. con un peso de tres kilogramos trescientos setenta y dos gramos ,NO,NO
28,4,0,0,NO,NO,SI,-Un arma de fuego; tipo pistola; calibre 9 mm; Luger; matrícula FC20928; marca Colt; país de fabricación USA; con un cargador abastecido con nueve cartuchos calibre .38 súper auto marca Águila. -Un cargador para arma de fuego calibre .38 súper auto; abastecido con nueve cartuchos calibre .38 súper auto; marca Águila. -Cuarenta y un cartuchos calibre 9 milímetros Luger; marca Águila. -Treinta y dos cartuchos calibre .38 súper auto; marca Águila.,SI,SI
65,0,0,0,NO,NO,NO,,NO,NO
66,0,0,0,NO,NO,NO,,NO,NO
67,0,0,0,NO,NO,NO,,NO,NO
68,0,0,0,NO,NO,NO,,NO,NO
69,10,0,0,NO,NO,SI,Un fusil calibre .223” Rem (5.56 x 45mm.) marca Colt matrícula borrada por acción de agente mecánico modelo AR- 15 A2 SPORTER II país de fabricación U.S.A.; un cargador para arma de fuego y; catorce cartuchos al calibre; tres cargadores para arma de fuego 9x19 milímetros o 9 milímetros total noventa cartuchos; Cinco cargadores para arma de fuego calibre 7.62 x 39 milímetros abastecidos con treinta cartuchos cada uno; En total de ciento cincuenta cartuchos; trescientos veintisiete cartuchos para arma de fuego calibre 7.62 x 39 milímetros; un cargador para arma de fuego calibre .308” WIN (7.62 NATO o 7.62 X 51 milímetros) abastecido con veinte cartuchos al calibre; noventa cartuchos calibre .308 WIN 9 milímetros Luger o Parabellum (9 x 19 milímetros); cuarenta cartuchos para arma de fuego; marca Ppu; calibre .207” Winchester; ciento cincuenta y nueve cartuchos para arma de fuego; calibre .30”-06 Springfield (7.62 x 63mm.); cuarenta y nueve cartuchos para armas de fuego del calibre .223” REM (5.56 x 45 milímetros) ,NO,NO
70,10,0,0,NO,NO,SI,Un fusil (AK-47); calibre 7.62 x 39 milímetros FEG matrícula SL04951 modelo SA85M país de fabricación Hungría abastecida con un cargador y diecisiete cartuchos al calibre; tres cargadores abastecidos cada uno con dieciocho cartuchos del mismo calibre dando un total cincuenta y cuatro cartuchos. ,NO,NO
71,10,0,0,NO,NO,SI,Un fusil; calibre 7.62 x 39 milímetros; marca C.N. ROMARM S.A./CUGIR modelo GP/WASR1O/63 UF matrícula 53071 país de fabricación Rumania con un cargador abastecido con diecisiete cartuchos; dos cargadores con diez y once cartuchos respectivamente calibre 7.62 x 39 milímetros ,NO,NO
72,14,0,0,NO,NO,SI,Un fusil calibre 7.62 x 39 milímetros marca Norinco matrícula 20783 modelo 56S-1 país de fabricación China; cargador abastecido con quince cartuchos; cuatro cargadores cada uno abastecido con veinte cartuchos del mismo calibre; una bolsa de plástico azul con blanco en su interior una bolsa de plástico trasparente con el estupefaciente denominado opio con un peso neto de 8590 gramos ,NO,NO
76,3,0,0,NO,NO,SI,Objetos bélicos,SI,SI
64,6,6,6,NO,NO,SI,Material bélico,NO,NO
61,16,0,0,SI,SI,SI,2 armas de fuego; 123 cartuchos; 3 bolsas con metanfetamina; 1 bolsa con marihuana,NO,NO
62,16,0,0,SI,SI,SI,2 armas de fuego; 123 cartuchos; 3 bolsas con metanfetamina; 1 bolsa con marihuana,NO,NO
6,9,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
7,8,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
1546,9,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
1547,9,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
11,0,0,0,NO,NO,NO,,NO,NO
12,0,0,0,NO,NO,NO,,NO,NO
13,8,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
14,8,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
15,8,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
16,8,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
63,4,10,3,NO,NO,SI,Objetos bélicos,NO,NO
22,0,0,0,NO,NO,SI,Narcótico; arma de fuego,NO,NO
75,16,6,0,NO,NO,SI,Objetos bélicos y estupefaciente,NO,NO
3,15,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
1544,15,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
1545,15,0,0,NO,NO,SI,Objetos bélicos; estupefacientes,NO,NO
23,0,0,0,NO,NO,NO,,NO,NO
59,0,0,0,NO,NO,NO,,NO,NO
60,0,0,0,NO,NO,NO,,NO,NO
10,50,0,0,SI,NO,SI,Navaja metálica,NO,NO
26,0,0,0,NO,NO,NO,,NO,NO
18,10,0,0,NO,NO,SI,720 muestras de clorhidrato de cocaína,NO,NO
19,10,0,0,NO,NO,SI,720 muestras de clorhidrato de cocaína,NO,NO
21,11,0,0,NO,NO,SI,Arma de fuego; 2 envoltorios de metanfetamina; 254863.5 pesos,NO,NO
1072,0,0,0,,,,,,NO
1073,0,0,0,,,,,,NO
1076,3,1,9,NO,NO,SI,Artefacto bélico,NO,NO
1078,0,0,0,NO,NO,NO,,NO,NO
1083,10,0,0,NO,NO,SI,Narcótico,NO,NO
1050,9,4,0,NO,NO,SI,Artefactos bélicos,NO,NO
1065,0,0,0,NO,NO,NO,,NO,NO
1067,9,0,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1068,9,0,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1051,5,0,0,NO,NO,SI,Cargadores; narcóticos; báscula,NO,NO
1070,3,0,0,NO,NO,SI,Artefacto bélico,SI,SI
1052,0,0,0,NO,NO,NO,,NO,NO
1053,0,0,0,NO,NO,NO,,NO,NO
1075,0,0,0,NO,NO,NO,,NO,NO
1039,8,0,0,NO,NO,SI,Artefactos bélicos,NO,NO
1040,8,0,0,NO,NO,SI,Artefactos bélicos,NO,NO
1041,8,0,0,NO,NO,SI,Artefactos bélicos,NO,NO
1056,0,0,0,NO,NO,NO,,NO,NO
1057,0,0,0,NO,NO,NO,,NO,NO
2332,10,0,0,NO,NO,SI,2 maletas; 29909.900 gramos de marihuana,NO,NO
1045,4,10,15,NO,NO,SI,Narcóticos,NO,NO
1060,10,0,0,SI,NO,SI,Muestras de hidrocarburo,NO,NO
1061,10,0,0,SI,NO,SI,Muestras de hidrocarburo,NO,NO
1069,0,0,0,NO,NO,NO,,NO,NO
1074,4,10,14,NO,NO,SI,Narcótico,NO,NO
1079,0,0,0,NO,NO,NO,,NO,NO
1080,0,0,0,NO,NO,NO,,NO,NO
1085,4,4,14,NO,NO,SI,Narcótico; cartuchos; numerario,NO,NO
1086,0,0,0,NO,NO,NO,,NO,NO
1087,0,0,0,NO,NO,NO,,NO,NO
1088,0,0,0,NO,NO,NO,,NO,NO
1047,5,0,0,NO,NO,SI,Artefacto bélico; psicotrópico,NO,NO
1048,5,0,0,NO,NO,SI,Artefacto bélico; psicotrópico,NO,NO
1049,5,0,0,NO,NO,SI,Artefacto bélico; psicotrópico,NO,NO
1089,0,0,0,NO,NO,NO,,NO,NO
1090,0,0,0,NO,NO,NO,,NO,NO
1054,10,0,0,SI,NO,SI,Vehículos,NO,NO
1055,10,0,0,SI,NO,SI,Vehículos,NO,NO
1058,4,2,0,NO,NO,SI,Droga,NO,NO
1042,0,0,0,NO,NO,NO,,NO,NO
1043,0,0,0,NO,NO,NO,,NO,NO
1044,0,0,0,NO,NO,NO,,NO,NO
1046,0,0,0,NO,NO,NO,,NO,NO
1059,4,0,0,NO,NO,SI,Psicotrópico,NO,NO
567,13,9,0,NO,NO,SI,Narcótico; tractocamión y caja refrigerada,NO,NO
7854,4,0,0,NO,NO,SI,Arma de fuego tipo pistola marca Gold Cup National Martch calibre 45 milímetros; dos cargadores marca Cold 45 Auto y 7 cartuchos de esa dimensión,SI,SI
562,0,0,0,NO,NO,NO,,NO,NO
563,0,0,0,NO,NO,NO,,NO,NO
569,8,9,10,NO,NO,SI,Objetos bélicos,NO,NO
7839,8,9,10,NO,NO,SI,5 fusiles 7.62x39mm; 2 fusiles 5.56; 1 pistola .45"; 1 cargador .45; 4 cargadores .50"; 30 cargadores .223"; 1400 cartuchos 7.62x39 mm; 658 cartuchos .223"; 50 cartuchos .45" auto; y; 76 cartuchos .50 BMG ,NO,NO
616,10,0,0,NO,NO,NO,,NO,NO
571,18,0,0,NO,NO,NO,,NO,NO
7853,0,0,0,,,,,,NO
561,0,0,0,NO,NO,NO,,NO,NO
574,0,0,0,NO,NO,NO,,NO,NO
576,0,0,0,NO,NO,NO,,NO,NO
7809,0,0,0,NO,NO,NO,,NO,NO
577,0,0,0,NO,NO,NO,,NO,NO
578,0,0,0,NO,NO,NO,,NO,NO
579,0,0,0,NO,NO,NO,,NO,NO
580,0,0,0,NO,NO,NO,,NO,NO
581,10,0,0,NO,NO,SI,tractocamión y semirremolque tipo tanque,NO,NO
7841,10,0,0,NO,NO,SI,tractocamión y semirremolque tipo tanque,NO,NO
595,0,0,0,NO,NO,NO,,NO,NO
596,0,0,0,,,NO,,,NO
583,10,0,0,NO,NO,NO,,NO,NO
584,12,0,0,NO,NO,SI,vehículo de motor; marca Chevrolet Silverado; color blanco; modelo 1994; con placas de circulación del Estado de Tamaulipas,NO,NO
585,12,0,0,NO,NO,NO,,NO,NO
7844,0,0,0,NO,NO,NO,,NO,NO
587,7,6,0,NO,NO,NO,,NO,NO
600,10,0,0,SI,SI,NO,,NO,NO
591,0,0,0,NO,NO,NO,,NO,NO
7814,4,0,0,SI,NO,NO,,SI,SI
566,4,0,0,NO,NO,SI,01 pistola calibre .38 Super Auto marca Colt; 25 cartuchos calibre .38 Super Auto y 3 cargadores para cartuchos de esa dimensión.,SI,SI
610,0,0,0,NO,NO,NO,,NO,NO
611,0,0,0,NO,NO,NO,,NO,NO
614,0,0,0,NO,NO,NO,,NO,NO
615,0,0,0,NO,NO,NO,,NO,NO
626,0,0,0,NO,NO,SI,Muestras representativas,NO,NO
627,0,0,0,NO,NO,SI,Muestras representativas,NO,NO
606,3,0,0,NO,NO,SI,un arma tipo pistola marca Llamacalibre .45 milímetros sin modelo a la vista país de fabricación España matrícula A93794 semiautomática conun cargador metálico negro con capacidad para sietecartuchos abastecido con seis.,SI,SI
607,0,0,0,NO,NO,NO,,NO,NO
608,0,0,0,NO,NO,NO,,NO,NO
609,0,0,0,NO,NO,NO,,NO,NO
612,0,0,0,NO,NO,NO,,NO,NO
613,0,0,0,NO,NO,NO,,NO,NO
618,0,0,0,NO,NO,NO,,NO,NO
619,0,0,0,NO,NO,NO,,NO,NO
620,0,0,0,,,,,,NO
621,0,0,0,,,,,,NO
622,0,0,0,,,,,,NO
623,0,0,0,NO,NO,NO,,NO,NO
7799,0,0,0,,,,,,NO
7829,0,0,0,NO,NO,NO,,NO,NO
625,7,11,0,SI,NO,SI,1 arma de fuego corta tipo pistola marca Smith & Wessoncalibre 9mm número de serie RBK1292 con doscargadores 9mm;50 cartuchos calibre .38 marca JFL; 1 arma de fuego corta tipo pistola marca Star B modelono a la vista serie 389601 calibre .22LR con un cargadordel mismo calibre;1 arma de fuego corta tipo pistola marca Bersa modeloThunder .380 CC número de serie E60674 calibre .380acompañado de tres cargadores calibre .380; 500 cartuchos calibre 5.7 x28mm;1 arma de fuego corta tipo pistola Glock modelo 196EN4número de serie BESC136 calibre 9x19mm con doscargadores del mismo calibre.,NO,NO
592,4,0,0,NO,NO,SI,arma de fuego tipo fusil; calibre .50",SI,SI
593,3,0,0,NO,NO,SI,2 granadas de fragmentación; 32 cartuchos calibre .50" y 80 cartuchos calibre .243",SI,SI
7851,4,0,0,NO,NO,SI,01 arma de fuego tipo fúsil calibre .223,SI,SI
594,1,4,15,NO,NO,SI,18 gramos de metanfetamina,SI,SI
597,5,0,0,NO,NO,SI,Un arma de fuego tipo fúsil calibre 7.62 x 39 milímetros con cargador abastecido con veintiocho cartuchos; Dos cargadores para arma de fuego calibre 7.62 x 39 milímetros uno abastecido con veintisiete cartuchos el otro con veintiocho; Cincuenta y cinco cartuchos calibre 7.62 x 39 milímetros,NO,NO
598,5,0,0,NO,NO,SI,Un arma de fuego tipo fúsil calibre 7.62 x 39 milímetros con cargador abastecido con veintiocho cartuchos; Dos cargadores para arma de fuego calibre 7.62 x 39 milímetros uno abastecido con veintisiete cartuchos el otro con veintiocho; Cincuenta y cinco cartuchos calibre 7.62 x 39 milímetros,NO,NO
599,7,0,0,NO,NO,SI,2;512;000.00 pesos; moneda nacional,NO,NO
564,0,0,0,,,NO,,,NO
7855,0,0,0,NO,NO,NO,,NO,NO
588,10,0,0,NO,NO,SI,Tractocamión;  1 contenedor con 20 bidones,NO,NO
589,0,0,0,NO,NO,NO,,NO,NO
601,0,0,0,NO,NO,NO,,NO,NO
602,0,0,0,NO,NO,NO,,NO,NO
603,0,0,0,NO,NO,NO,,NO,NO
604,0,0,0,NO,NO,NO,,NO,NO
7811,0,0,0,NO,NO,NO,,NO,NO
1267,10,0,0,SI,NO,NO,,NO,NO
1268,4,5,0,NO,NO,SI,Muestras de narcótico,NO,NO
1270,9,6,0,NO,NO,SI,Objetos bélicos; estupefaciente,NO,NO
1271,6,0,0,NO,NO,SI,Arma de fuego; cargador; 27 cartuchos; aparato electrónico; hielera,NO,NO
1224,7,0,0,NO,NO,SI,201 paquetes de cannabis; 1 arma de fuego; 1 cargador; 17 cartuchos,NO,NO
1281,15,0,0,SI,NO,SI,Manguera,NO,NO
1282,3,0,0,SI,SI,SI,10100 cajetillas de cigarro,SI,SI
1283,3,0,0,SI,SI,SI,10100 cajetillas de cigarro,SI,SI
1197,6,3,0,NO,NO,SI,Narcóticos,NO,NO
1228,3,0,0,NO,NO,SI,Artefacto bélico,SI,SI
1297,0,0,0,NO,NO,NO,,NO,NO
1229,13,6,0,NO,NO,SI,Objetos bélicos,NO,NO
1230,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1231,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1232,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1233,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1234,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1235,5,0,0,NO,NO,SI,Muestras de narcóticos,NO,NO
1305,5,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1306,7,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1307,7,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1308,7,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1309,7,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1202,5,6,0,NO,NO,SI,Armas de fuego,NO,NO
1203,3,10,15,NO,NO,SI,Arma de fuego,SI,SI
1245,0,0,0,NO,NO,NO,,NO,NO
1250,8,8,0,NO,NO,SI,Objetos bélicos,NO,NO
1251,8,8,0,NO,NO,SI,Objetos bélicos,NO,NO
1252,8,8,0,NO,NO,SI,Objetos bélicos,NO,NO
1210,4,0,0,NO,NO,SI,Muestras de narcóticos,SI,NO
1211,11,0,5,NO,NO,SI,3.26400kg de metanfetamina,NO,NO
1254,6,8,0,NO,NO,SI,227 paquetes con 549.140kg de cannabis,NO,NO
1285,9,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1286,9,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1287,9,0,0,NO,NO,SI,Objetos bélicos,NO,NO
1220,7,0,0,NO,NO,SI,Armas; cartuchos; cargadores,NO,NO
1288,5,0,0,NO,NO,SI,981400 dólares,NO,NO
1289,5,0,0,NO,NO,SI,981400 dólares,NO,NO
1255,2,6,0,NO,NO,SI,Objetos bélicos,SI,NO
1256,0,0,0,NO,NO,NO,,NO,NO
1257,0,0,0,NO,NO,NO,,NO,NO
1258,1,3,0,NO,NO,SI,Objetos bélicos,SI,SI
1259,0,0,0,NO,NO,NO,,NO,NO
1260,0,0,0,NO,NO,NO,,NO,NO
1261,0,0,0,NO,NO,NO,,NO,NO
1262,0,0,0,NO,NO,NO,,NO,NO
1263,12,8,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1264,12,8,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1265,12,8,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1266,12,8,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
1269,0,0,0,NO,NO,NO,,NO,NO
1280,8,0,0,NO,NO,SI,Artefactos bélicos; vehículo,NO,NO
